Class Name;DefaultDisplayName;DefaultCategory;Behaviors;DisplayOrder;IconBlockOffset;IconViewOffset;DefaultIconViewScale;FirstPersonScale;FirstPersonOffset;FirstPersonRotation;InHandScale;InHandOffset;InHandRotation;CraftingId;DefaultCreativeData;IsCollidable;IsPlaceable;IsDiggingTransparent;IsPlacementTransparent;IsInteractive;IsEditable;IsGatherable;HasCollisionBehavior;KillsWhenStuck;IsFluidBlocker;IsTransparent;ShadowStrength;LightAttenuation;EmittedLightAmount;ObjectShadowStrength;DefaultDropContent;DefaultDropCount;RequiredToolLevel;MaxStacking;MaxInHandStacking;SleepSuitability;FrictionFactor;Density;NoAutoJump;NoSmoothRise;FuelHeatLevel;FuelFireDuration;SoundMaterialName;DiggingSoundsFolder;DiggingSoundsVolume;DestructionSoundsVolume;ShovelPower;QuarryPower;HackPower;DefaultMeleePower;DefaultMeleeHitProbability;DefaultProjectilePower;ToolLevel;Durability;IsAimable;IsStickable;AlignToVelocity;ProjectileSpeed;ProjectileDamping;ProjectileTipOffset;DisintegratesOnHit;ProjectileStickProbability;FireDuration;ExplosionResilience;DefaultExplosionPressure;IsExplosionTransparent;DigMethod;DigResilience;ProjectileResilience;DefaultNutritionalValue;FoodType;DefaultTextureSlot;DestructionDebrisScale;DefaultDescription
IronAxeBlock;铁斧;工具;;157;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 0, 0;ironaxe;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;3;FALSE;FALSE;0;0;;;;;1.5;1.5;7;9;0.25;1;3;150;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;232;1;斧头是用于砍柔软方块的工具，比如木头、木制品以及树叶。斧头可以大幅加速这类方块的挖掘，但是使用一段时间后很容易损坏。用较好材料制作的斧头耐久度更高并且挖掘速度更快。斧头也是强力的武器，但是很难用斧头击中移动中的目标。
DiamondAxeBlock;钻石斧;工具;;158;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 0, 0;diamondaxe;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;1.5;FALSE;FALSE;0;0;;;;;1.5;1.5;8;10;0.25;1;4;450;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;234;1;斧头是用于砍柔软方块的工具，比如木头、木制品以及树叶。斧头可以大幅加速这类方块的挖掘，但是使用一段时间后很容易损坏。用较好材料制作的斧头耐久度更高并且挖掘速度更快。斧头也是强力的武器，但是很难用斧头击中移动中的目标。
WoodenRakeBlock;木耙;工具;;159;0,0,0;-1, 0.5, 1;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 90, 0;woodenrake;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;0.5;FALSE;FALSE;0;0;;;;;1.5;1.5;1.5;1.5;0.66;1;1;40;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;228;1;耙是用来将泥土变成耕地的工具。当耕地产生之后就可以在上面种植作物了。耙使用一段时间后很容易损坏。用较好材料制作的耙耐久度更高。
StoneRakeBlock;石耙;工具;;160;0,0,0;-1, 0.5, 1;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 90, 0;stonerake;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;3;FALSE;FALSE;0;0;;;;;1.5;1.5;1.5;1.5;0.66;1;2;80;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;231;1;耙是用来将泥土变成耕地的工具。当耕地产生之后就可以在上面种植作物了。耙使用一段时间后很容易损坏。用较好材料制作的耙耐久度更高。
CopperRakeBlock;铜耙;工具;;161;0,0,0;-1, 0.5, 1;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 90, 0;copperrake;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;3;FALSE;FALSE;0;0;;;;;1.5;1.5;1.5;1.5;0.66;1;3;120;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;232;1;耙是用来将泥土变成耕地的工具。当耕地产生之后就可以在上面种植作物了。耙使用一段时间后很容易损坏。用较好材料制作的耙耐久度更高。
IronRakeBlock;铁耙;工具;;162;0,0,0;-1, 0.5, 1;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 90, 0;ironrake;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;3;FALSE;FALSE;0;0;;;;;1.5;1.5;1.5;1.5;0.66;1;3;240;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;232;1;耙是用来将泥土变成耕地的工具。当耕地产生之后就可以在上面种植作物了。耙使用一段时间后很容易损坏。用较好材料制作的耙耐久度更高。
DiamondRakeBlock;钻石耙;工具;;163;0,0,0;-1, 0.5, 1;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.2,0;0, 90, 0;diamondrake;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;1.5;FALSE;FALSE;0;0;;;;;1.5;1.5;1.5;1.5;0.66;1;4;720;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;234;1;耙是用来将泥土变成耕地的工具。当耕地产生之后就可以在上面种植作物了。耙使用一段时间后很容易损坏。用较好材料制作的耙耐久度更高。
EmptyBucketBlock;桶;工具;;164;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.05,-0.15;60, 0, 0;emptybucket;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;40;1;0;1;0.5;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;63;1;桶是用于盛放液体的铜质容器，可以盛放水、岩浆和牛奶。可以用桶从源头收集液体，并转移到另一个地方，在那里产生一个新的源头。你不能将非源头的液体方块装入桶中。
WaterBucketBlock;水桶;工具;;165;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.05,-0.15;60, 0, 0;waterbucket;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;40;1;0;1;3;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;63;1;桶是用于盛放液体的铜质容器，可以盛放水、岩浆和牛奶。可以用桶从源头收集液体，并转移到另一个地方，在那里产生一个新的源头。你不能将非源头的液体方块装入桶中。
MagmaBucketBlock;岩浆桶;工具;;166;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.05,-0.15;60, 0, 0;magmabucket;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;40;1;0;1;3;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;63;1;桶是用于盛放液体的铜质容器，可以盛放水、岩浆和牛奶。可以用桶从源头收集液体，并转移到另一个地方，在那里产生一个新的源头。你不能将非源头的液体方块装入桶中。
MilkBucketBlock;牛奶桶;工具;;167;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.05,-0.15;60, 0, 0;milkbucket;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;12;1;0;1;3;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0.1;;63;1;装满牛奶的桶，可以食用里面的牛奶。牛奶可以从母牛身上获得。小心附近的公牛，因为他们看到你挤奶就会攻击你。挤过奶的母牛需要一段时间才能再次挤奶。
PaintStripperBucketBlock;脱染剂桶;工具;;168;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.05,-0.15;60, 0, 0;paintstripperbucket;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;3;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;1;1;60;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;63;1;盛满脱染剂的桶。可以用于将先前已经染色过的方块变回原来的面貌。
PaintBucketBlock;染料桶;工具;;169;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.05,-0.15;60, 0, 0;paintbucket;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;3;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;1;1;60;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;63;1;装满染剂的铜。可以用于粉刷方块表面以增强装饰效果。不同的染料可以通过溶解不同颜色原料到白色染料中的方式来获得。例如将紫花或者孔雀石溶解到白色染料中。
MatchBlock;火柴;工具;;170;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.05,0;0, 0, 0;match;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;40;40;0;1;0.5;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;194;1;木条上附着着一小片硫磺，可以用来生火。拿着火柴时要格外小心，因为很容易引发意外火灾，并失去控制。可以用来点燃导火线，也可以作为武器去点燃动物。
CompassBlock;罗盘;工具;;171;0,0,0;0, 1, 1;1.25;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.1,0;60, 0, 0;compass;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;3;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;47;1;罗盘的指针总是指向上一次睡觉的地方或者最近的磁铁的位置，如果放置了磁铁的话。如果你要在离家很远的地方找到回家的路，这是不可或缺的。
ThermometerBlock;温度计;工具;;172;0,-0.65,0;-1,0,0;1.1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.06,0;60, 0, 0;thermometer;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;0;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;1;;;Quarry;3;0.5;0;;63;1;温度计能粗略地显示周围环境的温度，是植树的重要工具。橡树喜欢温暖的地方，白桦喜欢凉爽的地方，云杉喜欢寒冷的地方。它也是一个电子元件，会根据环境的温度来输出电压。
HygrometerBlock;湿度计;工具;;173;0,-0.4,0;-1,0,0;1.25;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.1,0;60, 0, 0;hygrometer;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;0;0;0;0;#;1;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;Audio\Impacts\Stone;0.5;1;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;1;;;Quarry;3;0.5;0;;63;1;湿度计能粗略地显示周围的湿度，是植树的重要工具。所有的树都需要大量的水分。如果在太干燥的地方种树，它会枯萎。湿度计也是一个电路元件，会根据环境的湿度来输出电压。
WhistleBlock;哨子;工具;;174;0.3,-0.25,0;-1, 1, -1;1.1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.2;0,0.05,0;-30, 0, 0;whistle;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;3;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;1;1;150;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;63;1;哨子可以用来召唤周围的马或者赶牛。牛会聚集在一起，然后朝着远离吹哨人的方向逃跑。你可以骑着马跟在后面，然后用哨子在边上控制它们。哨子也很适合驱赶鸟类。
WoodenSpearBlock;木矛;工具;ThrowableBlockBehavior;175;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.2,0;0, 0, 0;woodenspear;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;0.5;FALSE;FALSE;0;0;;;;;1;1;1;3;0.8;3;1;20;TRUE;TRUE;TRUE;15;0.9;0.3;FALSE;0;0;;;;;;;0;;211;1;矛是多功能的武器，既可以投掷又可以近战。使用过程中，它会逐渐变钝，并最终因此损坏。用更好的材料制造的矛耐久度更高还能造成更多伤害。投出去的矛会插在柔软的材料上。嵌入方块太深的矛可能很难拔出来。
StoneSpearBlock;石矛;工具;ThrowableBlockBehavior;176;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.2,0;0, 0, 0;stonespear;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;3;FALSE;FALSE;0;0;;;;;1;1;1;4;0.8;4;2;40;TRUE;TRUE;TRUE;15;0.9;0.3;FALSE;0;0;;;;;;;0;;211;1;矛是多功能的武器，既可以投掷又可以近战。使用过程中，它会逐渐变钝，并最终因此损坏。用更好的材料制造的矛耐久度更高还能造成更多伤害。投出去的矛会插在柔软的材料上。嵌入方块太深的矛可能很难拔出来。
CopperSpearBlock;铜矛;工具;ThrowableBlockBehavior;177;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.2,0;0, 0, 0;copperspear;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;3;FALSE;FALSE;0;0;;;;;1;1;1;5;0.8;5;3;60;TRUE;TRUE;TRUE;15;0.9;0.3;FALSE;0;0;;;;;;;0;;211;1;矛是多功能的武器，既可以投掷又可以近战。使用过程中，它会逐渐变钝，并最终因此损坏。用更好的材料制造的矛耐久度更高还能造成更多伤害。投出去的矛会插在柔软的材料上。嵌入方块太深的矛可能很难拔出来。
IronSpearBlock;铁矛;工具;ThrowableBlockBehavior;178;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.2,0;0, 0, 0;ironspear;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;3;FALSE;FALSE;0;0;;;;;1;1;1;6;0.8;6;3;120;TRUE;TRUE;TRUE;15;0.9;0.3;FALSE;0;0;;;;;;;0;;211;1;矛是多功能的武器，既可以投掷又可以近战。使用过程中，它会逐渐变钝，并最终因此损坏。用更好的材料制造的矛耐久度更高还能造成更多伤害。投出去的矛会插在柔软的材料上。嵌入方块太深的矛可能很难拔出来。
DiamondSpearBlock;钻石矛;工具;ThrowableBlockBehavior;179;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.2,0;0, 0, 0;diamondspear;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;1.5;FALSE;FALSE;0;0;;;;;1;1;1;7;0.8;7;4;360;TRUE;TRUE;TRUE;15;0.9;0.3;FALSE;0;0;;;;;;;0;;211;1;矛是多功能的武器，既可以投掷又可以近战。使用过程中，它会逐渐变钝，并最终因此损坏。用更好的材料制造的矛耐久度更高还能造成更多伤害。投出去的矛会插在柔软的材料上。嵌入方块太深的矛可能很难拔出来。
WoodenMacheteBlock;木刀;工具;;180;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.27,0;0, 0, 0;woodenmachete;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;0.5;FALSE;FALSE;0;0;;;;;1;1;1;4;0.9;1;1;20;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;211;1;砍刀是类似于剑的简单武器，近战中很有效。使用过程中，它会逐渐变钝，并最终因此损坏。用更好的材料制造的砍刀耐久度更高还能造成更多伤害。
StoneMacheteBlock;石刀;工具;;181;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.27,0;0, 0, 0;stonemachete;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;3;FALSE;FALSE;0;0;;;;;1;1;1;5;0.9;1;2;40;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;211;1;砍刀是类似于剑的简单武器，近战中很有效。使用过程中，它会逐渐变钝，并最终因此损坏。用更好的材料制造的砍刀耐久度更高还能造成更多伤害。
CopperMacheteBlock;铜刀;工具;;182;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.27,0;0, 0, 0;coppermachete;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;3;FALSE;FALSE;0;0;;;;;1;1;1;6;0.9;1;3;60;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;211;1;砍刀是类似于剑的简单武器，近战中很有效。使用过程中，它会逐渐变钝，并最终因此损坏。用更好的材料制造的砍刀耐久度更高还能造成更多伤害。
IronMacheteBlock;铁刀;工具;;183;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.27,0;0, 0, 0;ironmachete;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;3;FALSE;FALSE;0;0;;;;;1;1;1;7;0.9;1;3;120;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;211;1;砍刀是类似于剑的简单武器，近战中很有效。使用过程中，它会逐渐变钝，并最终因此损坏。用更好的材料制造的砍刀耐久度更高还能造成更多伤害。
DiamondMacheteBlock;钻石刀;工具;;184;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.27,0;0, 0, 0;diamondmachete;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;1.5;FALSE;FALSE;0;0;;;;;1;1;1;8;0.9;1;4;360;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;211;1;砍刀是类似于剑的简单武器，近战中很有效。使用过程中，它会逐渐变钝，并最终因此损坏。用更好的材料制造的砍刀耐久度更高还能造成更多伤害。
BowBlock;弓;工具;BowBlockBehavior;185;0, -0.25,-0.1;-1.3, 0.5, 0.9;0.65;0.4;0.5, -0.6, -0.6;0, 40, 0;0.4;-0.03,-0.2,0;0, -20, 0;bow;0;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;0.5;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;1;1;80;TRUE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;211;1;弓可以用来发射不同类型的箭。
CrossbowBlock;弩;工具;CrossbowBlockBehavior;186;0,0,-0.2;-1, 1, 0;0.7;0.4;0.6, -0.5, -0.6;40, 0, 0;0.4;0, 0.1, 0;90, 0, 0;crossbow;0;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;1.5;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;1;1;40;TRUE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;211;1;弩可以用来发射不同类型的弩箭。
MusketBlock;滑膛枪;工具;MusketBlockBehavior;187;0,0,0;-1, 0.5, 0;0.6;0.4;0.6, -0.5, -0.6;40, 0, 0;0.4;0, 0.05, 0;90, 0, 0;musket;0;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;1;1;0;1;3;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;1;1;40;TRUE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;211;1;滑膛枪可以用来发射步枪子弹或者霰弹。你也可以射出单个霰弹弹丸，但是精度很低，而且伤害不足。
ArrowBlock;箭;工具;ArrowBlockBehavior, ImpactExplosivesBlockBehavior;188;0,0,0;-1,0,0;0.8;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0,0;0, 0, 0;arrow;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;24;24;0;1;1.5;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;1;1;-1;FALSE;TRUE;TRUE;0;0.9;0.3;FALSE;0;0;;;;;;;0;;211;1;箭和弩箭要用弹射武器发射。
BulletBlock;子弹;工具;BulletBlockBehavior, ImpactExplosivesBlockBehavior;189;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0,0;0, 0, 45;bullet;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;24;24;0;1;3;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;1;1;-1;FALSE;FALSE;FALSE;0;0.95;0;FALSE;0;0;;;;;;;0;;229;1;子弹要用枪械发射。
BombBlock;炸弹;工具;ThrowableBlockBehavior, BombBlockBehavior;190;0,0,0;1, 0.75, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.25;0,0,0;0, 0, 0;bomb;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;24;24;0;1;3;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;1;1;-1;TRUE;FALSE;FALSE;15;0.9;0;FALSE;0;0;;50;;;;;0;;227;1;炸弹是铁质外壳包裹的火药，外带一根燃烧缓慢的导火索。在投掷后几秒钟内爆炸。
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FireworksBlock;焰火;焰火;ThrowableBlockBehavior, FireworksBlockBehavior;192;0,-0.15,0;1, 0.75, 1;0.75;0.4;0.5, -0.5, -0.6;0, 40, 0;0.25;0,-0.05,0;0, 0, 0;fireworks;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;40;40;0;1;1.5;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;1;1;-1;TRUE;FALSE;TRUE;45;1;0;FALSE;0;0;;;;;;;0;;227;1;焰火可以在空中爆炸，形成各种美丽的图案。可以手动燃放，但用发射器集中燃放效果更好。用导线连接多个发射器，然后用电路控制焰火的燃放，可以产生更好的效果。焰火总共有 8 种颜色，8 种形状，2 种高度模式(高空型和低空型)。在此基础之上，每种类别中又有闪烁和非闪烁两种焰火。焰火头部的颜色和形状指示这种焰火爆炸时产生的图案的颜色和形状。粗的焰火爆炸位置高，细的焰火爆炸位置低。带有红色平衡器的是会闪烁的焰火。
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FlourBlock;面粉;食物;;194;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.12,0;0, 0, 45;flour;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;0;;;;12;40;0;1;0.5;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;0;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;198;1;面粉是一种由小麦磨成的白色粉末。把面粉和水混合可以制作面团。
DoughBlock;面团;食物;;195;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.12,0;0, 0, 45;dough;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;0;;;;12;40;0;1;0.5;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;0;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0;;214;1;面团是面粉与水混合后得到的，可以烘焙成面包。
BreadBlock;面包;食物;;196;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.06,0;0, 0, 45;bread;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;12;40;0;1;0.5;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;0;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0.5;;230;1;烤好的面包，可口而且营养丰富。
RawBirdBlock;生鸟肉;食物;;197;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.06,0;0, 0, 45;rawbird;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;12;40;0;1;0.5;FALSE;FALSE;0;0;;;;;1;1;1;1;0.66;0;1;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;0;;;;;;;0.2;Meat;145;1;生的鸟肉。可以直接吃，但烤熟了更容易消化。
